Timepoint,Outcome_Mean,Outcome_SD,Outcome_Min,Outcome_Max,Treatment1_Mean,Treatment1_SD,Treatment1_Min,Treatment1_Max,Treatment2_Mean,Treatment2_SD,Treatment2_Min,Treatment2_Max
772,9.582037,0.92939603,0.3429537,12.286503,0.6790495,0.061154988,0.11719994,0.8258295,0.7005558,0.059312444,0.12544568,0.8398912
773,9.580551,0.9307067,0.3986474,12.280044,0.6789883,0.061147362,0.11727491,0.82680833,0.70049685,0.059306607,0.12552518,0.84080625
774,9.5780945,0.9310579,0.24677457,12.410501,0.6788848,0.061138086,0.11726993,0.82941157,0.70039755,0.059296932,0.1255199,0.843239
775,9.57855,0.93027747,0.31790644,12.327053,0.67880774,0.0611262,0.11705861,0.82999176,0.70032346,0.05928527,0.12529583,0.843781
776,9.57609,0.9306996,0.3451126,12.414042,0.67870915,0.061143495,0.117075354,0.8313372,0.7002286,0.059301827,0.12531358,0.8450377
777,9.574851,0.92899644,0.35294354,12.4343195,0.6786183,0.061104175,0.11672149,0.8329534,0.7001415,0.059262313,0.12493834,0.8465468
778,9.575335,0.92902046,0.3237244,12.306246,0.67857486,0.061072204,0.11731781,0.8318626,0.7001001,0.05923026,0.12557067,0.84552836
779,9.57262,0.9312861,0.31257102,12.345085,0.6784772,0.061085716,0.11727638,0.8320517,0.70000607,0.059243415,0.12552673,0.8457049
780,9.57204,0.9306233,0.37845,12.306667,0.6784118,0.061081883,0.117535464,0.8309233,0.69994324,0.059240047,0.12580144,0.8446511
781,9.570831,0.9314062,0.4039764,12.284764,0.67834204,0.061108902,0.117933035,0.82934165,0.6998758,0.05926506,0.12622298,0.8431736
782,9.571271,0.93229496,0.43745628,12.178835,0.67827076,0.061157364,0.11882325,0.82798487,0.6998066,0.059312247,0.12716675,0.8419059
783,9571,0.9316621,0.3524095,12.138449,0.67824286,0.061156407,0.11913645,0.8257664,0.6997797,0.059310656,0.12749876,0.8398322
784,9.5683775,0.9322379,0.40767154,12.086362,0.6781802,0.06117657,0.11936664,0.8233633,0.69971925,0.059329614,0.12774277,0.837585
785,9.568223,0.9335829,0.44422093,12.131628,0.67813444,0.061212834,0.11968429,0.8207191,0.6996747,0.059364993,0.12807946,0.835111
786,9.568695,0.9329153,0.5174739,12.189104,0.6780913,0.06121863,0.120318025,0.8215104,0.6996331,0.05937062,0.12875116,0.83589417
787,9.567322,0.9344011,0.5719109,12.245729,0.6780252,0.061261497,0.12207138,0.8229592,0.6995691,0.05941078,0.13060914,0.83724934
788,9.566385,0.9327878,0.579934,12.148359,0.67799073,0.061266083,0.12346275,0.8236356,0.69953585,0.05941448,0.13208319,0.837882
789,9.564723,0.93406814,0.67370045,12.215858,0.6779322,0.06127637,0.12533742,0.82455134,0.6994794,0.05942474,0.13406874,0.83873826
790,9.563989,0.93435484,0.6436592,12.150046,0.6778528,0.06130199,0.12637861,0.8241272,0.69940263,0.059449136,0.13517125,0.83834165
791,9.563833,0.93499726,0.6677435,12.13676,0.6777959,0.06131353,0.12717429,0.8229395,0.69934773,0.05946152,0.13601367,0.837231
792,9.562304,0.9344603,0.60383743,12.150106,0.67772794,0.061342854,0.12737343,0.8229586,0.6992821,0.059490904,0.13622448,0.8372488
793,9.562014,0.93503636,0.6267647,12.069889,0.6776831,0.061352864,0.12698267,0.8213579,0.6992389,0.059500623,0.1358108,0.83575153
794,9.562802,0.93432903,0.70421106,12.032024,0.67766356,0.061346788,0.12748697,0.8200554,0.6992201,0.059494447,0.13634469,0.83453286
795,9.56344,0.9364236,0.66851944,12.030037,0.67765445,0.06137001,0.12749344,0.81887126,0.6992111,0.059516538,0.13635154,0.8334246
796,9.562346,0.93503153,0.67376286,11.944978,0.67765254,0.061369494,0.12807797,0.81657815,0.6992093,0.059514113,0.1369703,0.83127785
797,9.562644,0.93575984,0.71054566,11.893401,0.6776608,0.0613808,0.12878132,0.8145873,0.69921714,0.0595241,0.13771477,0.8294132
798,9.563243,0.9374579,0.7077586,11.935616,0.67766297,0.061423995,0.12881118,0.8125495,0.69921863,0.059564978,0.13774638,0.8275038
799,9.563247,0.9376939,0.6476378,11.901424,0.67765695,0.061439656,0.12863553,0.81043524,0.6992128,0.05957837,0.13756047,0.8255964
800,9.564678,0.93725914,0.61900896,11.919422,0.67769116,0.06147295,0.12817593,0.81071013,0.6992454,0.059609894,0.137074,0.8259225
801,9.563674,0.93784213,0.6677681,11.964276,0.67770404,0.06150054,0.12781784,0.8121603,0.6992575,0.05963566,0.13669495,0.8271353
802,9.563659,0.93877923,0.66764456,11.945073,0.67770857,0.061517946,0.12748282,0.8126511,0.6992616,0.05965174,0.13634029,0.82759523
803,9.564918,0.93988484,0.62123793,11.975017,0.67773145,0.061534222,0.12726274,0.81349,0.69928354,0.05966569,0.13610733,0.8283813
804,9.562189,0.9404989,0.61165935,11.965358,0.67768586,0.061584786,0.12720154,0.8140121,0.69923913,0.05971398,0.13604252,0.82887053
805,9.563899,0.9404424,0.5813726,12.013089,0.67768526,0.06161726,0.12648389,0.8145657,0.6992381,0.059744027,0.13528273,0.8293892
806,9.565122,0.94086325,0.58519816,11.975343,0.6777041,0.06163669,0.12580228,0.8149084,0.6992561,0.059759885,0.134561,0.82971025
807,9.562436,0.9415169,0.54875344,12.030741,0.6776614,0.061662253,0.12520564,0.8155379,0.69921476,0.059784215,0.13392918,0.8302999
808,9.563106,0.94100773,0.52606815,12.041781,0.67767483,0.061660253,0.124504216,0.8163986,0.6992277,0.059780885,0.13318633,0.831106
809,9.5632715,0.9403445,0.530968,12.062425,0.6776649,0.06164971,0.124092735,0.81695265,0.6992182,0.05977035,0.13275051,0.83162475
810,9.562972,0.9410199,0.5460927,12.06784,0.67763036,0.061649546,0.1237743,0.8176028,0.699185,0.05977068,0.13241321,0.83223355
811,9.562657,0.94154084,0.5162642,12.064241,0.67763346,0.06164749,0.12351027,0.81784487,0.6991881,0.059768148,0.13213353,0.83246017
812,9.560435,0.9405085,0.5199879,12.05361,0.6775908,0.061638497,0.12346091,0.81794626,0.69914716,0.059759554,0.13208124,0.83255506
813,9.560214,0.9406541,0.46086136,12.108163,0.6775407,0.061637748,0.12289302,0.81873,0.69909894,0.05975849,0.13147965,0.8335398
814,9.561949,0.9414693,0.5426652,12.14553,0.67752385,0.061639816,0.12286532,0.8194758,0.6990827,0.059760846,0.13145031,0.8339868
815,9.558512,0.9400168,0.44040233,12.130771,0.6774603,0.061611455,0.12225346,0.82034385,0.69902176,0.059734896,0.13080207,0.8347991
816,9.558804,0.9415073,0.43030152,12.17226,0.6774331,0.061616983,0.12153349,0.8215219,0.69899553,0.05974038,0.13003922,0.8359014
817,9.557977,0.939455,0.45636198,12.180563,0.6773997,0.06159694,0.12149747,0.8225408,0.6989637,0.059722025,0.13000105,0.83685446
818,9.5581045,0.93873495,0.5098573,12.174631,0.67734134,0.061548337,0.12123508,0.82285917,0.69890815,0.059674732,0.12972301,0.83715224
819,9.557153,0.940043,0.5448668,12.189777,0.6773187,0.061546504,0.122072265,0.8235033,0.6988863,0.059672598,0.1306101,0.83775467
820,9.556213,0.9403937,0.45669255,12.208741,0.6772791,0.06153181,0.12228455,0.8240589,0.6988484,0.05965985,0.13083501,0.8382742
821,9.555649,0.93847615,0.44938874,12.261485,0.6772431,0.06150832,0.12222842,0.8249371,0.69881403,0.059637208,0.13077554,0.8390953
822,9.555815,0.9403006,0.45848727,12.34874,0.6772062,0.061532088,0.12181567,0.82681495,0.6987782,0.05966283,0.1303382,0.84085053
823,9.552969,0.940677,0.47735748,12.267509,0.67713904,0.06153959,0.12127506,0.82764816,0.6987134,0.059671428,0.12976538,0.84162915
824,9.553898,0.9408454,0.49458283,12.221111,0.67710066,0.061546486,0.121578224,0.8277804,0.6986764,0.059677802,0.13008662,0.84175277
825,9.553789,0.9418725,0.47825775,12.320059,0.677066,0.06159732,0.121809654,0.8284058,0.6986425,0.05972784,0.13033183,0.8423371
826,9.553624,0.94261134,0.51660556,12.3043,0.67702645,0.0616302,0.1222767,0.8279315,0.6986039,0.059759527,0.1308267,0.841894
827,9.5532255,0.9400688,0.6295096,12.341502,0.6770308,0.061621908,0.12350672,0.8287206,0.6986082,0.059751533,0.13212977,0.8426312
828,9.552375,0.94122845,0.5887413,12.271971,0.677006,0.061623856,0.12427322,0.8292614,0.6985843,0.059754502,0.13294168,0.84313637
829,9.552678,0.9414379,0.59153044,12.274111,0.67699003,0.061622657,0.12520073,0.82877296,0.69856894,0.059755784,0.13392398,0.84268004
830,9.5524025,0.93988866,0.6397695,12.300715,0.6769738,0.06158688,0.12621596,0.82873476,0.69855374,0.059721593,0.13499904,0.8426444
831,9.552208,0.94173384,0.6086552,12.395332,0.67695665,0.061613835,0.12604356,0.829307,0.6985368,0.05974979,0.1348165,0.843179
832,9.552466,0.9406659,0.6561573,12.360727,0.67695826,0.06160974,0.12660159,0.8302473,0.6985384,0.059745744,0.13540734,0.8440572
833,9.551603,0.9398593,0.63481504,12.375378,0.67694205,0.061582223,0.126961,0.83131504,0.6985231,0.059718166,0.13578784,0.84505427
834,9.552277,0.9397979,0.6975481,12.453176,0.6769402,0.061581254,0.12744209,0.8329124,0.6985213,0.059717756,0.13629717,0.8465456
835,9.551735,0.9402258,0.795498,12.492619,0.6769319,0.06155398,0.12900852,0.83392537,0.6985136,0.05968933,0.13795523,0.847491
836,9.550248,0.9416028,0.7379612,12.352283,0.67689335,0.06156635,0.12969948,0.8338376,0.69847643,0.05970089,0.1386865,0.8474091
837,9.550948,0.9387985,0.86541516,12.48366,0.676882,0.06155081,0.13166423,0.8349598,0.6984657,0.05968476,0.14076535,0.8484563
838,9.548922,0.94008815,0.8711466,12.411969,0.6768261,0.061562177,0.13315994,0.8345335,0.6984117,0.05969603,0.1423475,0.8480585
839,9.548336,0.9392591,0.91982925,12.429606,0.6767703,0.0615488,0.13423997,0.8338799,0.6983581,0.05968161,0.14348972,0.8474486
840,9.547577,0.9396899,0.9488187,12.438001,0.67672783,0.06152899,0.13608855,0.83476853,0.69831747,0.059661746,0.14544429,0.84827787
841,9.548945,0.938369,1.088465,12.408121,0.67669326,0.061529998,0.13806733,0.8339856,0.6982842,0.059660997,0.14753586,0.84754723
842,9.549307,0.93968755,1.1093898,12.444985,0.676697,0.06152488,0.14020751,0.8343282,0.6982879,0.059653796,0.14979732,0.84786695
843,9.5487385,0.9388961,1.1538829,12.428981,0.6767016,0.061524957,0.14233704,0.8343217,0.69829226,0.059652317,0.15204673,0.8478609
